Создать тему - Форум программистов и сисадминов Киберфорум - Google Chrome
23:58:51	[SHIFT]
23:58:51	[SHIFT]
23:58:51	[SHIFT]
23:58:51	[SHIFT]
23:58:51	[SHIFT]
23:58:51	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	[SHIFT]
23:58:52	C
23:58:52	R
23:58:52	h
23:58:52	b
23:58:53	y
23:58:53	i
23:58:53	j
23:58:53	n
23:58:53	s
23:58:54	[SPACE]
23:58:54	f
23:58:54	d
23:58:54	n
23:58:54	j
23:58:54	v
23:58:55	f
23:58:55	n
23:58:55	b
23:58:55	x
23:58:55	t
23:58:56	c
23:58:56	r
23:58:56	b
23:58:56	q
23:58:56	[SPACE]
23:58:56	x
23:58:57	t
23:58:57	h
23:58:57	t
23:58:57	p
23:58:57	[SPACE]
23:58:58	j
23:58:58	g
23:58:58	h
23:58:58	t
23:58:58	l
23:58:58	t
23:58:58	k
23:58:59	t
23:58:59	y
23:58:59	y
23:58:59	s
23:58:59	q
23:59:00	[SPACE]
23:59:00	g
23:59:00	h
23:59:00	j
23:59:00	v
23:59:00	t
23:59:00	;
23:59:01	e
23:59:01	n
23:59:01	j
23:59:01	r
23:59:01	[TAB]
23:59:02	[TAB]
23:59:03	[SHIFT]
23:59:03	d
23:59:03	C
23:59:03	t
23:59:04	v
23:59:04	[SPACE]
23:59:04	g
23:59:04	h
23:59:04	b
23:59:04	d
23:59:05	t
23:59:05	/
23:59:05	[BACK]
23:59:05	n
23:59:06	/
23:59:06	[SPACE]
23:59:07	[SHIFT]
23:59:07	t
23:59:07	C
23:59:07	n
23:59:07	m
23:59:07	[SPACE]
23:59:07	r
23:59:08	j
23:59:08	l
23:59:08	[SPACE]
23:59:08	g
23:59:08	h
23:59:08	j
23:59:09	u
23:59:09	h
23:59:09	f
23:59:09	v
23:59:09	v
23:59:10	s
23:59:10	/
23:59:10	[SPACE]
23:59:11	[SHIFT]
23:59:11	[SHIFT]
23:59:11	[SHIFT]
23:59:11	[SHIFT]
23:59:11	[SHIFT]
23:59:11	D
23:59:12	[SPACE]
23:59:12	y
23:59:12	t
23:59:13	u
23:59:13	j
23:59:14	[SPACE]
23:59:14	y
23:59:14	e
23:59:14	;
23:59:15	y
23:59:15	j
23:59:15	[SPACE]
23:59:15	l
23:59:15	j
23:59:16	,
23:59:16	f
23:59:16	d
23:59:16	b
23:59:16	n
23:59:16	m
23:59:17	[SPACE]
23:59:17	a
23:59:17	e
23:59:17	y
23:59:17	r
23:59:18	w
23:59:18	b
23:59:18	.
23:59:19	[SPACE]
23:59:21	[BACK]
23:59:22	[ALT]
23:59:22	[SHIFT]
23:59:22	[SHIFT]
23:59:22	;
23:59:22	[ALT]
23:59:22	[SHIFT]
23:59:23	[SHIFT]
23:59:23	[SPACE]
23:59:23	L
23:59:23	T
23:59:24	k
23:59:24	f
23:59:24	n
23:59:24	m
23:59:24	[SPACE]
23:59:24	c
23:59:25	r
23:59:25	h
23:59:25	b
23:59:25	y
23:59:25	j
23:59:25	i
23:59:26	j
23:59:27	n
23:59:27	[BACK]
23:59:27	[BACK]
23:59:28	[BACK]
23:59:28	[BACK]
23:59:28	i
23:59:28	n
23:59:29	[BACK]
23:59:29	j
23:59:29	n
23:59:29	s
23:59:29	[SPACE]
23:59:30	x
23:59:30	t
23:59:30	h
23:59:30	t
23:59:31	p
23:59:31	[SPACE]
23:59:31	j
23:59:32	g
23:59:32	h
23:59:32	t
23:59:33	l
23:59:33	t
23:59:33	k
23:59:34	y
23:59:35	[BACK]
23:59:35	t
23:59:35	y
23:59:36	y
23:59:36	j
23:59:36	t
23:59:36	[SPACE]
23:59:36	r
23:59:36	j
23:59:37	k
23:59:37	b
23:59:37	x
23:59:37	t
23:59:37	c
23:59:38	n
23:59:38	d
23:59:38	j
23:59:38	[SPACE]
23:59:38	d
23:59:39	h
23:59:39	t
23:59:39	v
23:59:39	t
23:59:39	y
23:59:39	b
23:59:40	.
23:59:41	[SPACE]
23:59:42	p
23:59:42	f
23:59:43	[BACK]
23:59:43	[BACK]
23:59:45	[RET]
23:59:45	b
23:59:45	[SPACE]
23:59:45	c
23:59:46	j
23:59:46	[
23:59:46	h
23:59:46	f
23:59:47	y
23:59:47	z
23:59:47	t
23:59:47	n
23:59:47	c
23:59:48	z
23:59:48	[SPACE]
23:59:48	d
23:59:48	[SPACE]
23:59:48	g
23:59:49	f
23:59:49	g
23:59:49	r
23:59:49	e
23:59:49	[SPACE]
23:59:50	c
23:59:50	[SPACE]
23:59:50	g
23:59:50	h
23:59:50	j
23:59:51	u
23:59:51	h
23:59:51	f
23:59:51	v
23:59:51	v
23:59:51	j
23:59:52	q
23:59:52	/
23:59:53	[SPACE]
23:59:54	[SHIFT]
23:59:54	g
23:59:54	H
23:59:54	j
23:59:54	i
23:59:54	e
23:59:54	[SPACE]
23:59:55	g
23:59:55	j
23:59:55	v
23:59:55	j
23:59:55	o
23:59:55	b
23:59:56	.
23:59:57	[SPACE]
23:59:58	b
23:59:58	[SPACE]
0:00:00	r
0:00:01	e
0:00:01	[BACK]
0:00:01	[BACK]
0:00:05	[BACK]
0:00:05	[BACK]
0:00:05	[BACK]
0:00:05	[BACK]
0:00:05	[SHIFT]
0:00:06	0
0:00:06	[SPACE]
0:00:07	B
0:00:07	[SPACE]
0:00:08	g
0:00:08	j
0:00:08	x
0:00:09	[BACK]
0:00:09	[BACK]
0:00:09	[BACK]
0:00:09	y
0:00:10	[BACK]
0:00:10	t
0:00:11	c
0:00:11	k
0:00:11	b
0:00:11	[SPACE]
0:00:11	v
0:00:11	j
0:00:12	y
0:00:12	[BACK]
0:00:12	;
0:00:12	y
0:00:12	j
0:00:13	.
0:00:13	[SPACE]
0:00:13	c
0:00:13	[SPACE]
0:00:14	j
0:00:14	,
0:00:14	m
0:00:14	z
0:00:15	c
0:00:15	y
0:00:15	t
0:00:15	y
0:00:15	b
0:00:15	t
0:00:16	v
0:00:16	[SPACE]
0:00:16	r
0:00:16	e
0:00:16	l
0:00:16	f
0:00:17	[SPACE]
0:00:17	b
0:00:17	[SPACE]
0:00:17	x
0:00:18	n
0:00:18	j
0:00:18	[SPACE]
0:00:18	c
0:00:18	n
0:00:18	f
0:00:19	d
0:00:19	b
0:00:19	n
0:00:19	m
0:00:20	[BACK]
0:00:20	[BACK]
0:00:20	[BACK]
0:00:20	[BACK]
0:00:20	[BACK]
0:00:20	[BACK]
0:00:20	[BACK]
0:00:21	[BACK]
0:00:21	[BACK]
0:00:21	[BACK]
0:00:21	[BACK]
0:00:21	b
0:00:22	[SPACE]
0:00:22	[BACK]
0:00:22	[BACK]
0:00:22	x
0:00:23	n
0:00:23	j
0:00:23	[SPACE]
0:00:23	g
0:00:23	b
0:00:24	c
0:00:24	f
0:00:24	n
0:00:24	m
0:00:25	/
0:00:25	[SPACE]
0:00:26	[SHIFT]
0:00:26	c
0:00:27	G
0:00:27	f
0:00:27	c
0:00:27	b
0:00:28	,
0:00:28	j
0:00:28	[SHIFT]
0:00:28	-
0:00:29	[BACK]
0:00:29	[SHIFT]
0:00:29	0
0:00:29	[RET]
0:00:30	[ALT]
0:00:30	[SHIFT]
0:00:30	[SHIFT]
0:00:30	p
0:00:30	>
0:00:31	[SHIFT]
0:00:31	s
0:00:31	>
0:00:31	[SPACE]
0:00:32	[ALT]
0:00:32	[SHIFT]
0:00:32	[SHIFT]
0:00:32	g
0:00:32	H
0:00:32	j
0:00:33	u
0:00:33	h
0:00:33	f
0:00:33	v
0:00:33	v
0:00:34	f
0:00:34	[SPACE]
0:00:34	y
0:00:34	f
0:00:34	g
0:00:34	b
0:00:35	c
0:00:35	f
0:00:35	y
0:00:35	f
0:00:35	[SPACE]
0:00:36	y
0:00:36	f
0:00:36	[SPACE]
0:00:36	[ALT]
0:00:36	[SHIFT]
0:00:36	[SHIFT]
0:00:36	w
0:00:37	I
0:00:37	n
0:00:38	[SHIFT]
0:00:38	a
0:00:38	P
0:00:38	I
